id,cusCode,cusName,opeBal,cloBal,cusActive,cusPhone,cusEmail,cusWeb,cusBillTo,cusShipTo,cusAcNum,cusCrLim,cusPytTerm,cusBank,cusLegName,cusTRN,cusTP,cusTOJ,cusCP,cusCPN,cusLogo,comment
22310210,22310210,Al Burg Clinic,0,0,Yes,04-3212220,drqassimahli@gmail.com,www.Al.com,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,Entrance 3  1st Floor Al Mazaya Center Dubai United Arab Emirates,21042555,61250,30,DBS Group Holdings,Al LLC,1.02E+14,TBF,,Murad Ramadan,,,
22310252,22310252,Faith Pharmacy,0,3675,Yes,04- 2724279,Faithpharmacy@yahoo.com,www.Faith.com,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,Naif Road Near Al Futtaim Mosque Deira Dubai United Arab Emirates,25242555,62375,90,Bank of America,Faith LLC,1.02E+14,Derma/Dental/Skincare,,Dr Amira Elkholy,,,
22310269,22310269,Flora Beauty Spa,0,16763,Yes,04-2850555,grandfloraspa@yahoo.com,www.Flora.com,Umm Ramool Rashidiya Dubai United Arab Emirates,Umm Ramool Rashidiya Dubai United Arab Emirates,26942555,63500,30,Royal Bank of Scotland Group,Flora LLC,1.02E+14,Derma/Dental,,Dr. Huda Ayad,5634133007,,
22310280,22310280,Gulf Beauty Salon - Abu Dhabi,0,17988,Yes,02-4433202,vahidmike@yahoo.com,www.Gulf.com,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,Near Salam Furniture Old Airport Road Abu Dhabi United Arab Emirat,28042555,64625,30,Skandinaviska Enskilda Banken,Gulf LLC,1.02E+14,Skincare,,Anwar Basha,,,
22310286,22310286,Hamad Pharmacy,0,0,Yes,06-5582800,care@drsunnymc.com,www.Hamad.com,Al Wasit Street Al Shaba Sharjah United Arab Emirates,Al Wasit Street Al Shaba Sharjah United Arab Emirates,28642555,65750,120,State Street Corp,Hamad LLC,1.02E+14,Clinic,,Dr. Reem Abdul Hadi,,,
22310298,22310298,HANI Pharmacy Abu Dhabi,0,0,Yes,02-6778501,,www.HANI.com,Hamdah Street Near Standard Chartered Bank Abu Dhabi,Hamdah Street Near Standard Chartered Bank Abu Dhabi,29842555,66875,90,Nykredit Group,HANI LLC,1.02E+14,Dental,,Khalid Elsid,,,
22310341,22310341,Kaya Trading,22721,0,Yes,04-3576620,kayasbc@kayame.net,www.Kaya.com,"LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.","LEASED OFFICE BLDG 13 OFFICE, HAMRIYAH FREE ZONE-SHARJAH, UNITED ARAB EMIRATES.",34142555,68000,0,Norinchukin Bank,Kaya LLC,1.02E+14,Pharmacy,,Ataya Hussain,,,
22310359,22310359,Life Pharmacy LLC,3951,0,Yes,04-3410008,jose@life-me.com,www.Life.com,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,Mall of Emirates bridge turn left towards Lulu Hypermarket  left side,35942555,69125,120,Bank of Shanghai,Life LLC,1.02E+14,Derma,,Dr. Silvian Santicu,,,
22310436,22310436,NADA Pharmacy,0,0,Yes,06-5725559,,www.NADA.com,Sharjah United Arab Emirates,Sharjah United Arab Emirates,43642555,70250,90,United Overseas Bank (UOB),NADA LLC,1.02E+14,SPA,,Antoine Dabboul,00968 95757279,,
22310439,22310439,NAS Medical,0,0,Yes,04-3938935,nasmed@emirates.net.ae,www.NAS.com,Dubai United Arab Emirates,Dubai United Arab Emirates,43942555,71375,30,Nykredit Group,NAS LLC,1.02E+14,Skincare,,Nails Time Spa Saloon,,,
22310580,22310580,Al Qaser Medical Center,850,91909,Yes,06-5549533 -,alqasrmedical@yahoo.com,www.Al.com,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,Next to Millenium Hotel Al Buhairah Sharjah United Arab Emirates,58042555,72500,90,Sumitomo Mitsui Trust Holdings,Al LLC,1.02E+14,Pharmacy,,Dr. Mohsen,,,
22310646,22310646,American Hospital Dubai LLC,138673,0,Yes,04-3367777,srolf@abdubai.com,www.American.com,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,Oud Metha Road Besides Our Own Model School Bur Dubai Dubai Unite,64642555,73625,90,Bank of Nova Scotia,American LLC,1.02E+14,Derma/PS,,Ali Altaaye,,,
22310701,22310701,Grace Medical Centre,0,0,Yes,02-4430909,drsami.grace@gmail.com,www.Grace.com,26th street Abu Dhabi United Arab Emirates,26th street Abu Dhabi United Arab Emirates,70142555,74750,0,KBC Group NV,Grace LLC,1.02E+14,Beauty Center,,Fatima Saif Al / mr. samir,04-3232141,,
22310747,22310747,Marjan Beauty Saloon JLT,-150,0,Yes,04-4233700,marjan.saloon@yahoo.com / mar,www.Marjan.com,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,Shop# 6 Saba Tower 1 Jumeirah Lakes Towers Dubai United Arab Emir,74742555,75875,0,Morgan Stanley,Marjan LLC,1.02E+14,Dental,,Souheil Hussaini,,,
22310776,22310776,Mafraq Hospital,0,0,Yes,02-5011111,,www.Mafraq.com,P.O. 2951 Abu Dhabi - United Arab Emirates,P.O. 2951 Abu Dhabi - United Arab Emirates,77642555,77000,45,China Development Bank,Mafraq LLC,1.02E+14,Dental,,Marai Alainawi,,,
22310789,22310789,Al Sharq Hospital,1134,0,Yes,09-2223075,sih@fng.ae,www.Al.com,Fujairah United Arab Emirates,Fujairah United Arab Emirates,78942555,78125,90,Bank of Jiangsu,Al LLC,1.02E+14,Derma/Dental/PS/Gynecology,,Ziad Ahmed Saleh,,,
22310802,22310802,Elite Medical Centre,0,3400,Yes,04-3495363 - Saqib,,www.Elite.com,Jumeirah 1 Beach Road Dubai United Arab Emirates,Jumeirah 1 Beach Road Dubai United Arab Emirates,80242555,79250,0,Sumitomo Mitsui Trust Holdings,Elite LLC,1.02E+14,Derma,,Dr.Fatma Obeid Ali,,,
22310807,22310807,Aesthetica Clinic LLC,17758,-12715,Yes,04-2822209,aestheticaworld@lycos.com,www.Aesthetica.com,Al Hamrain Center Dubai United Arab Emirates,Al Hamrain Center Dubai United Arab Emirates,80742555,80375,90,Goldman Sachs Group,Aesthetica LLC,1.02E+14,GENERAL TRADING LLC,,Naveen Raj,,,
22310827,22310827,Al Soor Pharmacy LLC,0,0,Yes,06-5730028,pharmaclaims@gmail.com,www.Al.com,Al Soor Area opposite King Faisal Area Mosque Sharjah United Arab E,Al Soor Area opposite King Faisal Area Mosque Sharjah United Arab E,82742555,81500,120,Bankia,Al LLC,1.02E+14,Derma/Dental/PS,,Nouran Hmeidan,,,
22310873,22310873,Sera Beauty Lounge,0,0,Yes,04-4380191,rakhi@serabeautylounge.com,www.Sera.com,Business Central Tower Media City Dubai United Arab Emriates,Business Central Tower Media City Dubai United Arab Emriates,87342555,82625,30,Bank of Beijing,Sera LLC,1.02E+14,Clinic,,Rafat Alsafadi,,,
22310888,22310888,Heavenly Spa,0,0,Yes,04-3951424,heavensp@eim.ae,www.Heavenly.com,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,88842555,83750,0,Credit Agricole Group,Heavenly LLC,1.02E+14,TBF,,Rami Abdelmunim Zabn,96597173097,,
22310916,22310916,Alexandria Pharmacy,0,31374,Yes,04-2676210,,www.Alexandria.com,Nahda 2 Dubai United Arab Emirates,Nahda 2 Dubai United Arab Emirates,91642555,84875,90,Japan Post Bank,Alexandria LLC,1.02E+14,Derma/Dental/PS/Gynecology,,Dr. Mustfa Marai,,,
22311027,22311027,Visage Pharmacy,0,0,Yes,02-6815083,visagepharmacy@gmail.com,www.Visage.com,Corniche Road Abudhabi,Corniche Road Abudhabi,102742555,86000,90,Canadian Imperial Bank of Commerce,Visage LLC,1.02E+14,Skincare,,Hind Juma,,,
22311052,22311052,Top Medical Group,0,0,Yes,04 3945596,,www.Top.com,Dubai,Dubai,105242555,87125,30,Wells Fargo,Top LLC,1.02E+14,Derma/Dental/PS/Gynecology,,Dr. Iman Mohammad,,,
22311066,22311066,American European Medical Center,3470,500,Yes,02-4455477,,www.American.com,American European Medical Center-Abudhabi,American European Medical Center-Abudhabi,106642555,88250,90,Credit Suisse Group,American LLC,1.02E+14,Derma/Dental/PS/Gynecology,,Dr. Jeehan Qadir,04-4237618/Acc-660,,
22311134,22311134,Al Dar Medical Center,2310,0,Yes,507418741,,www.Al.com,FujirahkhorfkanCornish area,FujirahkhorfkanCornish area,113442555,89375,90,Capital One Financial Corporation,Al LLC,1.02E+14,Clinic,,Al Burg Clinic,,,
22311163,22311163,Health Point Hospital LLC,-1958,0,Yes,02-4929161,Mr. Mark,www.Health.com,Zayed Sports City Airportroad Abudhabi,Zayed Sports City Airportroad Abudhabi,116342555,90500,90,BNP Paribas,Health LLC,1.02E+14,Derma/Dental/PS/Gynecology,,Dr. Tharwat Bakker,055-7025550 - Haithm,,
22311242,22311242,ICON CLINIC LLC,14700,0,Yes,02 551 6699,,www.ICON.com,Dr. Abeer Sawwaf Abudhabi,Dr. Abeer Sawwaf Abudhabi,124242555,91625,90,KfW Group,ICON LLC,1.02E+14,Pharmacy,,Mohaned Higazi,,,
22311663,22311663,Zulekha Hospital LLC,0,0,Yes,600 52 4442,,www.Zulekha.com,"Al Qusais road,","Al Qusais road,",166342653,92750,0,Banco Santander,Zulekha LLC,1.02E+14,Skincare,,Mrs.Mrs. Zaina Al Rousan,,,
22311664,22311664,Unicare Clinic,0,0,Yes,04 352 9292,,www.Unicare.com,23 North Wing BurJuman Centre Sheik Khalifa Bin,23 North Wing BurJuman Centre Sheik Khalifa Bin,166442653,93875,30,Credit Mutuel,Unicare LLC,1.02E+14,Clinic,,Dr. Ahmad Al Kouloubi,,,
22311809,22311809,Carmen Beauty Salon,0,9411,Yes,26671400,,www.Carmen.com,"khalidiya street,","khalidiya street,",180942865,95000,0,Bank of New York Mellon Corp,Carmen LLC,1.02E+14,Derma/Dental/PS/Gynecology,,Dr. Akbar Ali,,,
22311852,22311852,Zaki Ladies Salon,0,0,Yes,04-4556636,infor@zakisalon.com,www.Zaki.com,"Dubai Resort Shop 2, Anatara, The Palm","Dubai Resort Shop 2, Anatara, The Palm",185242967,96125,90,China Development Bank,Zaki LLC,1.02E+14,Skincare,,Nivedita Ghimiray,,,
22311863,22311863,Beverly Hills Speciality Center LLC,18370,148581,Yes,06-5443266,info@beverlyhillssc.com,www.Beverly.com,"Al walid Khalid Bin Khadim Bldg,","Al walid Khalid Bin Khadim Bldg,",186343023,97250,90,State Bank of India,Beverly LLC,1.02E+14,PS,,Mohammed Alsayegh,,,
22311988,22311988,Glamour Care Clinics LLC,148581,0,Yes,04 332 2224,,www.Glamour.com,"Villa 813, Jumeirah Beach Road,","Villa 813, Jumeirah Beach Road,",198843383,98375,90,ABN AMRO Group NV,Glamour LLC,1.02E+14,Clinic,,Dr. Arafh,050-4699881,,
22311998,22311998,Acacia Medical Center,36145,20270,Yes,02-4445513,finance@acaciamedicalcenter.com,www.Acacia.com,"Villa No 15, Al Karamah Street","Villa No 15, Al Karamah Street",199843440,99500,90,Banco Santander,Acacia LLC,1.02E+14,Derma/PS,,Dr Amr Hendam,,,
22312024,22312024,Glamour Beauty & Nail Spa,0,0,Yes,97142363237,glamour@eim.ae,www.Glamour.com,Al Barajeel Oasis Complex Mirdif,Al Barajeel Oasis Complex Mirdif,202442759,100625,0,Ping An Bank,Glamour LLC,1.02E+14,Derma,,Dr.  Gallen,,,
22312100,22312100,Adan Hospital,0,0,Yes,03-99391427,daliasadeq@yahoo.com,www.Adan.com,Adan,Adan,210043843,101750,30,Royal Bank of Canada,Adan LLC,1.02E+14,,,Ruth Lisa Koprowski (Principa,050-6519069,,
22312101,22312101,Al Seef Hospital,0,0,Yes,65033806,nhm19079@gmil.com,www.Al.com,Salmiya,Salmiya,210143843,102875,30,Landesbank Baden-Wurttemberg,Al LLC,1.02E+14,Clinic,,Dr. Panneer Selvam,,,
22312106,22312106,Basma Clinic,0,-1047,Yes,(blank),(blank),www.Basma.com,Fahaheel,Fahaheel,210643843,104000,30,Barclays PLC,Basma LLC,1.02E+14,Pharmacy,,Mohammad Hussein Al Sagar,,,
22312107,22312107,Bella Clinic,0,0,Yes,99565256,(blank),www.Bella.com,Hawaly 4Th Ring Road,Hawaly 4Th Ring Road,210743843,105125,30,Australia & New Zealand Banking Group,Bella LLC,1.02E+14,Beauty Center,,Khosiyat Khotamova,,,
22312111,22312111,Canadian Medical Center,0,113144,Yes,96956226,memo135@gmail.com,www.Canadian.com,Kuwait City,Kuwait City,211143843,106250,30,U.S. Bancorp,Canadian LLC,1.02E+14,Derma,,Karun Kumar Joshi,,,
22312112,22312112,Celebrity Clinic,0,12101,Yes,(blank),(blank),www.Celebrity.com,Salmiya,Salmiya,211243843,107375,30,DnB ASA,Celebrity LLC,1.02E+14,Beauty Center,,Ms Bila Magomedova,050-4968103,,
22312117,22312117,Dasman Clinic,0,0,Yes,66800804,talalclinic@gmail.com,www.Dasman.com,Salmeya,Salmeya,211743843,108500,30,Ping An Bank,Dasman LLC,1.02E+14,Derma/Dental,,Sherif Bakri,,,
22312119,22312119,Devon Clinic,0,0,Yes,65557709,Drmai_sherif@hotmail.com,www.Devon.com,Shaab,Shaab,211943843,109625,30,Industrial Bank of Korea,Devon LLC,1.02E+14,Derma,,Elena,,,
22312127,22312127,Family Clinic,0,0,Yes,67058482,nabilsidky@gmail.com,www.Family.com,Jabriyah,Jabriyah,212743843,110750,30,Mizuho Financial Group,Family LLC,1.02E+14,Hotel spa,,FAIRMONT THE PALM (Reg. under IFA HI TRUNK FZE),,,
22312129,22312129,Global Med Clinic,0,0,Yes,96967569,(blank),www.Global.com,Jabriyah,Jabriyah,212943843,111875,30,CaixaBank,Global LLC,1.02E+14,Derma/Dental/PS,,Dr. Ghada Al Jayousi,,,
22312130,22312130,Hala Clinic,0,36333,Yes,69963520,(blank),www.Hala.com,Jahra,Jahra,213043843,113000,30,Dexia,Hala LLC,1.02E+14,Derma/Dental/PS/Gynecology,,Dr. Elham Al Lawwati,,,
22312131,22312131,Huda Saffar Clinic,0,41907,Yes,99840330,(blank),www.Huda.com,Bnaid Al Qar,Bnaid Al Qar,213143843,114125,30,China CITIC Bank Corp,Huda LLC,1.02E+14,Clinic,,Salem Harab Al Shamsi,,,
22312133,22312133,Infinity Clinic,0,15717,Yes,67782453,evonatef@yahoo.com,www.Infinity.com,Hawalli,Hawalli,213343843,115250,30,Resona Holdings,Infinity LLC,1.02E+14,PS,,Hisham Assoussi,,,
22312135,22312135,Jana Clinic,0,472,Yes,95556360,(blank),www.Jana.com,Salmiya,Salmiya,213543843,116375,30,Charles Schwab Corp,Jana LLC,1.02E+14,Derma/Gynecology,,Dr. Walaa Abdelfattah,,,
22312141,22312141,Manar Clinic,0,0,Yes,99960363,(blank),www.Manar.com,Bidaa,Bidaa,214143843,117500,30,Postal Savings Bank of China,Manar LLC,1.02E+14,Clinic,,Dr. Zoran Lekic,ex-2052895 -852 for george machine,,
22312142,22312142,Marina Clinic,0,0,Yes,60001386,Hossam_derma2012@yahoo.com,www.Marina.com,Salmiya Above Fahad Pharmacy,Salmiya Above Fahad Pharmacy,214243843,118625,30,UBS Group AG,Marina LLC,1.02E+14,Skincare,,margarita ladies salon,,,
22312146,22312146,Mazaya Clinic Jabriya,0,0,Yes,97771090,(blank),www.Mazaya.com,Jabreya,Jabreya,214643843,119750,30,Westpac Banking Corp,Mazaya LLC,1.02E+14,Derma,,Dr. Mohammed Zuhair Dakkash,566598888,,
22312154,22312154,Private Clinic,0,0,Yes,66646470,Drmai_sherif@hotmail.com,www.Private.com,Shaab,Shaab,215443843,120875,30,U.S. Bancorp,Private LLC,1.02E+14,Derma/Laser/Skincare,,Dr. Laila Al Asha,056-6418805,,
22312157,22312157,Reform Clinic,0,0,Yes,60015613,(blank),www.Reform.com,Kuwait City,Kuwait City,215743843,122000,30,Erste Group Bank AG,Reform LLC,1.02E+14,Skincare,,Rami Arabi,,,
22312158,22312158,Roses Clinic,0,0,Yes,(blank),(blank),www.Roses.com,Salmeya,Salmeya,215843843,123125,30,China Development Bank,Roses LLC,1.02E+14,Pharmacy,,Rosan Humydani,,,
22312165,22312165,Saray Clinic,0,0,Yes,(blank),(blank),www.Saray.com,Fahaheel,Fahaheel,216543843,124250,30,Sberbank of Russia,Saray LLC,1.02E+14,Derma,,Anas,,,
22312168,22312168,Sebi Clinic,0,0,Yes,66731568,(blank),www.Sebi.com,Hawally,Hawally,216843843,125375,30,PNC Financial Services Group,Sebi LLC,1.02E+14,Derma,,Sawsan Madi,,,
22312172,22312172,Shape Clinic,0,0,Yes,66006384,(blank),www.Shape.com,Salmiya,Salmiya,217243843,126500,30,United Overseas Bank (UOB),Shape LLC,1.02E+14,Derma/PS,,Dr. Fady Hadad,050-5588125,,
22312173,22312173,Skin Clinic,0,0,Yes,55658190,tawkera@gmail.com,www.Skin.com,Kuwait City,Kuwait City,217343843,127625,30,Deutsche Bank,Skin LLC,1.02E+14,Derma,,Hala El Helou,,,
22312174,22312174,Taiba Hospital,0,0,Yes,96567755338,daliaelattarderma@gmail.com,www.Taiba.com,Sabah Salem,Sabah Salem,217443843,128750,30,Shinkin Central Bank (SCB),Taiba LLC,1.02E+14,Derma,,Rashed Khalfan Al Dhaheri,,,
22312258,22312258,Burjeel Specialty Hospital LLC,0,38220,Yes,06 5075000,accounts.sharjah@burjeel.com,www.Burjeel.com,"Al Kuwaiti Street, Al Fayha, Sharjah","Al Kuwaiti Street, Al Fayha, Sharjah",225844094,129875,30,Ping An Bank,Burjeel LLC,1.02E+14,Clinic,,Dr. Rami Anderi,96899244099,,
22312272,22312272,Hobbs Clinic L.L.C.,1700,408040,Yes,04 3213999,,www.Hobbs.com,"Villa 1, Jumeirah 3","Villa 1, Jumeirah 3",227244025,131000,30,China Merchants Bank,Hobbs LLC,1.02E+14,Beauty Center,,Ms. Krittaya Pritsawong,,,
22312288,22312288,Happiness Clinic LLC,1425,0,Yes,04 334 4065,info@happinessdentalclinic.com,www.Happiness.com,"Villa 865 A, Beach Road, Umm Suqueim 3","Villa 865 A, Beach Road, Umm Suqueim 3",228844158,132125,90,Fubon Financial Holding,Happiness LLC,1.02E+14,Derma,,Noha Ibrahim,,,
22312289,22312289,Korean Cosmetics Medical Center LLC,0,0,Yes,03 782 8880,,www.Korean.com,"Sweet Palace Bldg., M Floor, Near Diwan R/A, Al Ain","Sweet Palace Bldg., M Floor, Near Diwan R/A, Al Ain",228944021,133250,60,Westpac Banking Corp,Korean LLC,1.02E+14,Clinic,,Mr.Igor Maxim Ciuc,,,
22312344,22312344,Duri Medical Center LLC,500,0,Yes,02 666 5551,fahad.duriclinic@gmail.com,www.Duri.com,"PO Box: 62717, Al Bateen, Abu Dhabi","PO Box: 62717, Al Bateen, Abu Dhabi",234443850,134375,90,UniCredit S.p.A.,Duri LLC,1.02E+14,Dental,,Dra. Khawla Belhoul,,,
22312370,22312370,Alpha Medical LLC,3150,0,Yes,04 338 7062,sales@alpha-medicaluae.ae,www.Alpha.com,"Near Al Qiyadah Metro Station, Abu Hail, Dubai","Near Al Qiyadah Metro Station, Abu Hail, Dubai",237044297,135500,60,Toronto-Dominion Bank,Alpha LLC,1.02E+14,Dental,,Asraa Saleh,,,
22312373,22312373,Karima Medical Centre,0,0,Yes,06 561 1100,karimamedicalcenter@gmail.com,www.Karima.com,"PO Box: 151167, Zawaya Walk, University City Rd., Sharjah","PO Box: 151167, Zawaya Walk, University City Rd., Sharjah",237343825,136625,30,Groupe BPCE,Karima LLC,1.02E+14,Dental,,Ms. Masooda Nasseb,,,
22312394,22312394,Velvet Ladies Salon,0,0,Yes,06 573 5426,,www.Velvet.com,"M Floor, Crystal Plaza, Buhairah Corniche, Sharjah","M Floor, Crystal Plaza, Buhairah Corniche, Sharjah",239444046,137750,30,Westpac Banking Corp,Velvet LLC,1.02E+14,Dental,,Muzammil Chilwan,,,
22312443,22312443,Hareer Medical Centre LLC,4609,0,Yes,04 339 4777,,www.Hareer.com,"Unit 5, Iridium Bldg., Al Barsha 1, Dubai","Unit 5, Iridium Bldg., Al Barsha 1, Dubai",244343741,138875,30,VTB Bank,Hareer LLC,1.02E+14,Pharmacy,,Rajesh,,,
22312475,22312475,Dermatics Clinic LLC,214200,42352,Yes,04 547 8522,accounts@dermatics.me,www.Dermatics.com,"1605 & 1606, Emirates Concord Office Tower, Al Rigga, Dubai","1605 & 1606, Emirates Concord Office Tower, Al Rigga, Dubai",247544582,140000,0,United Overseas Bank (UOB),Dermatics LLC,1.02E+14,Derma,,Dr. Arwa Moh'd,,,
22312569,22312569,Harmony Medical Center,675,0,Yes,25556244,,www.Harmony.com,Khalifa City A,Khalifa City A,256944119,141125,60,BB&T Corporation,Harmony LLC,1.02E+14,Dental,,Marc Tournon,,,
