id,cusCode,cusName,opeBal,cloBal,cusActive,cusPhone,cusEmail,cusWeb,cusBillTo,cusShipTo,cusAcNum,cusCrLim,cusPytTerm,cusBank,cusLegName,cusTRN,cusTP,cusTOJ,cusCP,cusCPN,cusLogo,comment
22310776,22310776,Mafraq Hospital,0,0,Yes,02-5011111,,www.Mafraq.com,P.O. 2951 Abu Dhabi - United Arab Emirates,P.O. 2951 Abu Dhabi - United Arab Emirates,77642555,50,45,China Development Bank,Mafraq LLC,100346707100003,Dental,,Marai Alainawi,,,
22310789,22310789,Al Sharq Hospital,1134,0,Yes,09-2223075,sih@fng.ae,www.Al.com,Fujairah United Arab Emirates,Fujairah United Arab Emirates,78942555,60000,90,Bank of Jiangsu,Al LLC,100440776100003,Derma/Dental/PS/Gynecology,,Ziad Ahmed Saleh,,,
22310802,22310802,Elite Medical Centre,0,3400,Yes,04-3495363 - Saqib,,www.Elite.com,Jumeirah 1 Beach Road Dubai United Arab Emirates,Jumeirah 1 Beach Road Dubai United Arab Emirates,80242555,0,0,Sumitomo Mitsui Trust Holdings,Elite LLC,,Derma,,Dr.Fatma Obeid Ali,,,
22310807,22310807,Aesthetica Clinic LLC,17758,-12715,Yes,04-2822209,aestheticaworld@lycos.com,www.Aesthetica.com,Al Hamrain Center Dubai United Arab Emirates,Al Hamrain Center Dubai United Arab Emirates,80742555,100000,90,Goldman Sachs Group,Aesthetica LLC,,GENERAL TRADING LLC,,Naveen Raj,,,
22310827,22310827,Al Soor Pharmacy LLC,0,0,Yes,06-5730028,pharmaclaims@gmail.com,www.Al.com,Al Soor Area opposite King Faisal Area Mosque Sharjah United Arab E,Al Soor Area opposite King Faisal Area Mosque Sharjah United Arab E,82742555,5000,120,Bankia,Al LLC,,Derma/Dental/PS,,Nouran Hmeidan,,,
22310873,22310873,Sera Beauty Lounge,0,0,Yes,04-4380191,rakhi@serabeautylounge.com,www.Sera.com,Business Central Tower Media City Dubai United Arab Emriates,Business Central Tower Media City Dubai United Arab Emriates,87342555,10000,30,Bank of Beijing,Sera LLC,In Process,Clinic,,Rafat Alsafadi,,,
22310888,22310888,Heavenly Spa,0,0,Yes,04-3951424,heavensp@eim.ae,www.Heavenly.com,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,Dora Bay G Level Opposite Sheraton - JBR Dubai United Arab Emirate,88842555,0,0,Credit Agricole Group,Heavenly LLC,,TBF,,Rami Abdelmunim Zabn,96597173097,,
22310916,22310916,Alexandria Pharmacy,0,31374,Yes,04-2676210,,www.Alexandria.com,Nahda 2 Dubai United Arab Emirates,Nahda 2 Dubai United Arab Emirates,91642555,10000,90,Japan Post Bank,Alexandria LLC,100226546800003,Derma/Dental/PS/Gynecology,,Dr. Mustfa Marai,,,
22311027,22311027,Visage Pharmacy,0,0,Yes,02-6815083,visagepharmacy@gmail.com,www.Visage.com,Corniche Road Abudhabi,Corniche Road Abudhabi,102742555,20000,90,Canadian Imperial Bank of Commerce,Visage LLC,In Process,Skincare,,Hind Juma,,,
22311052,22311052,Top Medical Group,0,0,Yes,04 3945596,,www.Top.com,Dubai,Dubai,105242555,15000,30,Wells Fargo,Top LLC,100050515400003,Derma/Dental/PS/Gynecology,,Dr. Iman Mohammad,,,
22311066,22311066,American European Medical Center,3470,500,Yes,02-4455477,,www.American.com,American European Medical Center-Abudhabi,American European Medical Center-Abudhabi,106642555,5000,90,Credit Suisse Group,American LLC,100064644600003,Derma/Dental/PS/Gynecology,,Dr. Jeehan Qadir,04-4237618/Acc-660,,
22311134,22311134,Al Dar Medical Center,2310,0,Yes,507418741,,www.Al.com,FujirahkhorfkanCornish area,FujirahkhorfkanCornish area,113442555,10000,90,Capital One Financial Corporation,Al LLC,,Clinic,,Al Burg Clinic,,,
22311163,22311163,Health Point Hospital LLC,-1958,0,Yes,02-4929161,Mr. Mark,www.Health.com,Zayed Sports City Airportroad Abudhabi,Zayed Sports City Airportroad Abudhabi,116342555,50000,90,BNP Paribas,Health LLC,100259969200003,Derma/Dental/PS/Gynecology,,Dr. Tharwat Bakker,055-7025550 - Haithm,,
22311242,22311242,ICON CLINIC LLC,14700,0,Yes,02 551 6699,,www.ICON.com,Dr. Abeer Sawwaf Abudhabi,Dr. Abeer Sawwaf Abudhabi,124242555,100000,90,KfW Group,ICON LLC,,Pharmacy,,Mohaned Higazi,,,
22311663,22311663,Zulekha Hospital LLC,0,0,Yes,600 52 4442,,www.Zulekha.com,"Al Qusais road,","Al Qusais road,",166342653,0,0,Banco Santander,Zulekha LLC,,Skincare,,Mrs.Mrs. Zaina Al Rousan,,,
22311664,22311664,Unicare Clinic,0,0,Yes,04 352 9292,,www.Unicare.com,23 North Wing BurJuman Centre Sheik Khalifa Bin,23 North Wing BurJuman Centre Sheik Khalifa Bin,166442653,0,30,Credit Mutuel,Unicare LLC,,Clinic,,Dr. Ahmad Al Kouloubi,,,
22311809,22311809,Carmen Beauty Salon,0,9411,Yes,26671400,,www.Carmen.com,"khalidiya street,","khalidiya street,",180942865,0,0,Bank of New York Mellon Corp,Carmen LLC,100331794600003,Derma/Dental/PS/Gynecology,,Dr. Akbar Ali,,,
22311852,22311852,Zaki Ladies Salon,0,0,Yes,04-4556636,infor@zakisalon.com,www.Zaki.com,"Dubai Resort Shop 2, Anatara, The Palm","Dubai Resort Shop 2, Anatara, The Palm",185242967,20000,90,China Development Bank,Zaki LLC,100216584100003,Skincare,,Nivedita Ghimiray,,,
22311863,22311863,Beverly Hills Speciality Center LLC,18370,148581,Yes,06-5443266,info@beverlyhillssc.com,www.Beverly.com,"Al walid Khalid Bin Khadim Bldg,","Al walid Khalid Bin Khadim Bldg,",186343023,20000,90,State Bank of India,Beverly LLC,100527050700003,PS,,Mohammed Alsayegh,,,
22311988,22311988,Glamour Care Clinics LLC,148581,0,Yes,04 332 2224,,www.Glamour.com,"Villa 813, Jumeirah Beach Road,","Villa 813, Jumeirah Beach Road,",198843383,150000,90,ABN AMRO Group NV,Glamour LLC,,Clinic,,Dr. Arafh,050-4699881,,
22311998,22311998,Acacia Medical Center,36145,20270,Yes,02-4445513,finance@acaciamedicalcenter.com,www.Acacia.com,"Villa No 15, Al Karamah Street","Villa No 15, Al Karamah Street",199843440,50000,90,Banco Santander,Acacia LLC,In Process,Derma/PS,,Dr Amr Hendam,,,
22312024,22312024,Glamour Beauty & Nail Spa,0,0,Yes,97142363237,glamour@eim.ae,www.Glamour.com,Al Barajeel Oasis Complex Mirdif,Al Barajeel Oasis Complex Mirdif,202442759,0,0,Ping An Bank,Glamour LLC,,Derma,,Dr.  Gallen,,,
22312100,22312100,Adan Hospital,0,0,Yes,03-99391427,daliasadeq@yahoo.com,www.Adan.com,Adan,Adan,210043843,0,30,Royal Bank of Canada,Adan LLC,,,,Ruth Lisa Koprowski (Principa,050-6519069,,
22312101,22312101,Al Seef Hospital,0,0,Yes,65033806,nhm19079@gmil.com,www.Al.com,Salmiya,Salmiya,210143843,0,30,Landesbank Baden-Wurttemberg,Al LLC,100354419200003,Clinic,,Dr. Panneer Selvam,,,
22312106,22312106,Basma Clinic,0,-1047,Yes,(blank),(blank),www.Basma.com,Fahaheel,Fahaheel,210643843,0,30,Barclays PLC,Basma LLC,,Pharmacy,,Mohammad Hussein Al Sagar,,,
22312107,22312107,Bella Clinic,0,0,Yes,99565256,(blank),www.Bella.com,Hawaly 4Th Ring Road,Hawaly 4Th Ring Road,210743843,0,30,Australia & New Zealand Banking Group,Bella LLC,,Beauty Center,,Khosiyat Khotamova,,,
22312111,22312111,Canadian Medical Center,0,113144,Yes,96956226,memo135@gmail.com,www.Canadian.com,Kuwait City,Kuwait City,211143843,0,30,U.S. Bancorp,Canadian LLC,100230670000003,Derma,,Karun Kumar Joshi,,,
22312112,22312112,Celebrity Clinic,0,12101,Yes,(blank),(blank),www.Celebrity.com,Salmiya,Salmiya,211243843,0,30,DnB ASA,Celebrity LLC,,Beauty Center,,Ms Bila Magomedova,050-4968103,,
22312117,22312117,Dasman Clinic,0,0,Yes,66800804,talalclinic@gmail.com,www.Dasman.com,Salmeya,Salmeya,211743843,0,30,Ping An Bank,Dasman LLC,,Derma/Dental,,Sherif Bakri,,,
22312119,22312119,Devon Clinic,0,0,Yes,65557709,Drmai_sherif@hotmail.com,www.Devon.com,Shaab,Shaab,211943843,0,30,Industrial Bank of Korea,Devon LLC,,Derma,,Elena,,,
22312127,22312127,Family Clinic,0,0,Yes,67058482,nabilsidky@gmail.com,www.Family.com,Jabriyah,Jabriyah,212743843,0,30,Mizuho Financial Group,Family LLC,100071378200003,Hotel spa,,FAIRMONT THE PALM (Reg. under IFA HI TRUNK FZE),,,
22312129,22312129,Global Med Clinic,0,0,Yes,96967569,(blank),www.Global.com,Jabriyah,Jabriyah,212943843,0,30,CaixaBank,Global LLC,100574584700003,Derma/Dental/PS,,Dr. Ghada Al Jayousi,,,
22312130,22312130,Hala Clinic,0,36333,Yes,69963520,(blank),www.Hala.com,Jahra,Jahra,213043843,0,30,Dexia,Hala LLC,,Derma/Dental/PS/Gynecology,,Dr. Elham Al Lawwati,,,
22312131,22312131,Huda Saffar Clinic,0,41907,Yes,99840330,(blank),www.Huda.com,Bnaid Al Qar,Bnaid Al Qar,213143843,0,30,China CITIC Bank Corp,Huda LLC,100002982500003,Clinic,,Salem Harab Al Shamsi,,,
22312133,22312133,Infinity Clinic,0,15717,Yes,67782453,evonatef@yahoo.com,www.Infinity.com,Hawalli,Hawalli,213343843,0,30,Resona Holdings,Infinity LLC,,PS,,Hisham Assoussi,,,
22312135,22312135,Jana Clinic,0,472,Yes,95556360,(blank),www.Jana.com,Salmiya,Salmiya,213543843,0,30,Charles Schwab Corp,Jana LLC,100483699300003,Derma/Gynecology,,Dr. Walaa Abdelfattah,,,
22312141,22312141,Manar Clinic,0,0,Yes,99960363,(blank),www.Manar.com,Bidaa,Bidaa,214143843,0,30,Postal Savings Bank of China,Manar LLC,100015100900003,Clinic,,Dr. Zoran Lekic,ex-2052895 -852 for george machine,,
22312142,22312142,Marina Clinic,0,0,Yes,60001386,Hossam_derma2012@yahoo.com,www.Marina.com,Salmiya Above Fahad Pharmacy,Salmiya Above Fahad Pharmacy,214243843,0,30,UBS Group AG,Marina LLC,In Process,Skincare,,margarita ladies salon,,,
22312146,22312146,Mazaya Clinic Jabriya,0,0,Yes,97771090,(blank),www.Mazaya.com,Jabreya,Jabreya,214643843,0,30,Westpac Banking Corp,Mazaya LLC,100286599400003,Derma,,Dr. Mohammed Zuhair Dakkash,566598888,,
22312154,22312154,Private Clinic,0,0,Yes,66646470,Drmai_sherif@hotmail.com,www.Private.com,Shaab,Shaab,215443843,0,30,U.S. Bancorp,Private LLC,1003621286700000,Derma/Laser/Skincare,,Dr. Laila Al Asha,056-6418805,,
22312157,22312157,Reform Clinic,0,0,Yes,60015613,(blank),www.Reform.com,Kuwait City,Kuwait City,215743843,0,30,Erste Group Bank AG,Reform LLC,100479721100003,Skincare,,Rami Arabi,,,
22312158,22312158,Roses Clinic,0,0,Yes,(blank),(blank),www.Roses.com,Salmeya,Salmeya,215843843,0,30,China Development Bank,Roses LLC,100315349900003,Pharmacy,,Rosan Humydani,,,
22312165,22312165,Saray Clinic,0,0,Yes,(blank),(blank),www.Saray.com,Fahaheel,Fahaheel,216543843,0,30,Sberbank of Russia,Saray LLC,1000356525000,Derma,,Anas,,,
22312168,22312168,Sebi Clinic,0,0,Yes,66731568,(blank),www.Sebi.com,Hawally,Hawally,216843843,0,30,PNC Financial Services Group,Sebi LLC,,Derma,,Sawsan Madi,,,
22312172,22312172,Shape Clinic,0,0,Yes,66006384,(blank),www.Shape.com,Salmiya,Salmiya,217243843,0,30,United Overseas Bank (UOB),Shape LLC,100354685800003,Derma/PS,,Dr. Fady Hadad,050-5588125,,
22312173,22312173,Skin Clinic,0,0,Yes,55658190,tawkera@gmail.com,www.Skin.com,Kuwait City,Kuwait City,217343843,0,30,Deutsche Bank,Skin LLC,,Derma,,Hala El Helou,,,
22312174,22312174,Taiba Hospital,0,0,Yes,96567755338,daliaelattarderma@gmail.com,www.Taiba.com,Sabah Salem,Sabah Salem,217443843,0,30,Shinkin Central Bank (SCB),Taiba LLC,100290265600003,Derma,,Rashed Khalfan Al Dhaheri,,,
22312258,22312258,Burjeel Specialty Hospital LLC,0,38220,Yes,06 5075000,accounts.sharjah@burjeel.com,www.Burjeel.com,"Al Kuwaiti Street, Al Fayha, Sharjah","Al Kuwaiti Street, Al Fayha, Sharjah",225844094,25000,30,Ping An Bank,Burjeel LLC,,Clinic,,Dr. Rami Anderi,96899244099,,
22312272,22312272,Hobbs Clinic L.L.C.,1700,408040,Yes,04 3213999,,www.Hobbs.com,"Villa 1, Jumeirah 3","Villa 1, Jumeirah 3",227244025,20000,30,China Merchants Bank,Hobbs LLC,,Beauty Center,,Ms. Krittaya Pritsawong,,,
22312288,22312288,Happiness Clinic LLC,1425,0,Yes,04 334 4065,info@happinessdentalclinic.com,www.Happiness.com,"Villa 865 A, Beach Road, Umm Suqueim 3","Villa 865 A, Beach Road, Umm Suqueim 3",228844158,20000,90,Fubon Financial Holding,Happiness LLC,,Derma,,Noha Ibrahim,,,
22312289,22312289,Korean Cosmetics Medical Center LLC,0,0,Yes,03 782 8880,,www.Korean.com,"Sweet Palace Bldg., M Floor, Near Diwan R/A, Al Ain","Sweet Palace Bldg., M Floor, Near Diwan R/A, Al Ain",228944021,25000,60,Westpac Banking Corp,Korean LLC,100233078300003,Clinic,,Mr.Igor Maxim Ciuc,,,
22312344,22312344,Duri Medical Center LLC,500,0,Yes,02 666 5551,fahad.duriclinic@gmail.com,www.Duri.com,"PO Box: 62717, Al Bateen, Abu Dhabi","PO Box: 62717, Al Bateen, Abu Dhabi",234443850,20000,90,UniCredit S.p.A.,Duri LLC,100342553300003,Dental,,Dra. Khawla Belhoul,,,
22312370,22312370,Alpha Medical LLC,3150,0,Yes,04 338 7062,sales@alpha-medicaluae.ae,www.Alpha.com,"Near Al Qiyadah Metro Station, Abu Hail, Dubai","Near Al Qiyadah Metro Station, Abu Hail, Dubai",237044297,20000,60,Toronto-Dominion Bank,Alpha LLC,100586687400003,Dental,,Asraa Saleh,,,
22312373,22312373,Karima Medical Centre,0,0,Yes,06 561 1100,karimamedicalcenter@gmail.com,www.Karima.com,"PO Box: 151167, Zawaya Walk, University City Rd., Sharjah","PO Box: 151167, Zawaya Walk, University City Rd., Sharjah",237343825,30000,30,Groupe BPCE,Karima LLC,100376507800003,Dental,,Ms. Masooda Nasseb,,,
22312394,22312394,Velvet Ladies Salon,0,0,Yes,06 573 5426,,www.Velvet.com,"M Floor, Crystal Plaza, Buhairah Corniche, Sharjah","M Floor, Crystal Plaza, Buhairah Corniche, Sharjah",239444046,15000,30,Westpac Banking Corp,Velvet LLC,100276002100003,Dental,,Muzammil Chilwan,,,
22312443,22312443,Hareer Medical Centre LLC,4609,0,Yes,04 339 4777,,www.Hareer.com,"Unit 5, Iridium Bldg., Al Barsha 1, Dubai","Unit 5, Iridium Bldg., Al Barsha 1, Dubai",244343741,20000,30,VTB Bank,Hareer LLC,,Pharmacy,,Rajesh,,,
22312475,22312475,Dermatics Clinic LLC,214200,42352,Yes,04 547 8522,accounts@dermatics.me,www.Dermatics.com,"1605 & 1606, Emirates Concord Office Tower, Al Rigga, Dubai","1605 & 1606, Emirates Concord Office Tower, Al Rigga, Dubai",247544582,0,0,United Overseas Bank (UOB),Dermatics LLC,100268785100003,Derma,,Dr. Arwa Moh'd,,,
22312569,22312569,Harmony Medical Center,675,0,Yes,25556244,,www.Harmony.com,Khalifa City A,Khalifa City A,256944119,20000,60,BB&T Corporation,Harmony LLC,100456845500003,Dental,,Marc Tournon,,,
